,title,location,company,salary,city,state,parsed_salary
7538,Animal Technician Supervisor,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7539,Well Cementing Research Scientist,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7540,"Institute Assoc Scientist II - Program Biology, ORBIT","Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7541,Project Associate,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7542,Financial Statistician Healthcare,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7543,Healthcare Financial Statistician,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7544,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7545,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7546,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7547,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7548,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7549,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7550,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7551,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7552,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7553,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7554,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7555,Quantitative Marketing Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7556,Quantitative Analyst,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7557,Data Scientist – Predictive Analytics,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7558,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7559,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7560,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7561,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7562,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7563,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7564,Quantitative Marketing Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7565,Quantitative Analyst,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7566,Data Scientist – Predictive Analytics,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7567,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7568,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7569,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7570,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7571,Quantitative Analyst,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7572,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7573,Healthcare Financial Statistician,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7574,Machine Learning Expert,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7575,Data Scientist – Predictive Analytics,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7576,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7577,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7578,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7579,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7580,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7581,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7582,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7583,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7584,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7585,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7586,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7587,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7588,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7589,Quantitative Analyst,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7590,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7591,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7592,Machine Learning Expert,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7593,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7594,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7595,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7596,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7597,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7598,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7599,Data Scientist – Predictive Analytics,"Houston, TX",Gallup,NaN,Houston,TX,NaN
7600,Quantitative Marketing Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7601,Quantitative Analyst,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7602,Healthcare Financial Statistician,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7603,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7604,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7605,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7606,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7607,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7608,Machine Learning Expert,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7609,Quantitative Analyst,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7610,Data Scientist – Predictive Analytics,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7611,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7612,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7613,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7614,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7615,Quantitative Analyst,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7616,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7617,Quantitative Marketing Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7618,Machine Learning Expert,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7619,Data Scientist – Predictive Analytics,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7620,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7621,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7622,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7623,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7624,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7625,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7626,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7627,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7628,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7629,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7630,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7631,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7632,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7633,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7634,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7635,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7636,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7637,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7638,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7639,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7640,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7641,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7642,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7643,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7644,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7645,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7646,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7647,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7648,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7649,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7650,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7651,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7652,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7653,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7654,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7655,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7656,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7657,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7658,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7659,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7660,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7661,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7662,Quantitative Marketing Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7663,Quantitative Analyst,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7664,Data Scientist – Predictive Analytics,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7665,Financial Statistician Healthcare,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7666,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7667,Project Associate,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7668,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7669,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7670,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7671,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7672,Quantitative Analyst,"Houston, TX",Ninjob | Employment Marketing,NaN,Houston,TX,NaN
7673,Data Scientist – Predictive Analytics,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7674,Financial Statistician Healthcare,"Houston, TX",Wyle Laboratories,NaN,Houston,TX,NaN
7675,Software Development Engineer – New AWS Machine Learning- Re...,"Houston, TX 77077 (West Houston area)","Geosyntec Consultants, Inc.",NaN,Houston,TX,NaN
7676,Project Associate,"Houston, TX 77042 (West Houston area)",Burnett Specialists,"$60,000 - $95,000 a year",Houston,TX,77500.0
7677,"Software Development Engineer, Big Data- Relocation Opportun...","Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7678,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7679,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7680,Quantitative Analyst,"Houston, TX",Strategic IT Staffing,NaN,Houston,TX,NaN
7681,Machine Learning Expert,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7682,Data Scientist – Predictive Analytics,"Houston, TX",Edge Recruitment Solutions,NaN,Houston,TX,NaN
7683,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7684,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7685,Quantitative Analyst,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7686,Machine Learning Expert,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7687,Data Scientist – Predictive Analytics,"Houston, TX 77042 (West Houston area)",Apex Systems Inc,NaN,Houston,TX,NaN
7688,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7689,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7690,Quantitative Analyst,"Houston, TX 77054 (Medical area)",ApoCell,NaN,Houston,TX,NaN
7691,Machine Learning Expert,"Houston, TX",Michael Page US,NaN,Houston,TX,NaN
7692,Data Scientist – Predictive Analytics,"Houston, TX",alliantgroup,NaN,Houston,TX,NaN
7693,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7694,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7695,Machine Learning Expert,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7696,Quantitative Analyst,"Houston, TX",Baylor College of Medicine,"$28,909 - $36,000 a year",Houston,TX,32454.5
7697,Data Scientist – Predictive Analytics,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7698,Quantitative Analyst,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7699,"Institute Assoc Scientist II - Program Biology, ORBIT","Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7700,Data Scientist – Predictive Analytics,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7701,Machine Learning Expert,"Houston, TX",Baylor College of Medicine,NaN,Houston,TX,NaN
7702,Well Cementing Research Scientist,"Houston, TX",WSP | Parsons Brinckerhoff,NaN,Houston,TX,NaN
7703,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7704,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7705,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7706,Quantitative Analyst,"Houston, TX",C-Crete Technologies,NaN,Houston,TX,NaN
7707,Data Scientist – Predictive Analytics,"Houston, TX",UT Health Science Center at Houston,NaN,Houston,TX,NaN
7708,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7709,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7710,Quantitative Analyst,"Houston, TX",Nobilis Health,NaN,Houston,TX,NaN
7711,Machine Learning Expert,"Houston, TX","AMD Asset Holdings, LLC",NaN,Houston,TX,NaN
7712,Data Scientist – Predictive Analytics,"Sugar Land, TX",VWR,NaN,Houston,TX,NaN
7713,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7714,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7715,Quantitative Analyst,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7716,Machine Learning Expert,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7717,Data Scientist – Predictive Analytics,"Houston, TX",alliantgroup,NaN,Houston,TX,NaN
7718,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7719,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7720,Machine Learning Expert,"Houston, TX",Smith & Associates,NaN,Houston,TX,NaN
7721,Quantitative Analyst,"Houston, TX","Cheniere Energy, Inc.",NaN,Houston,TX,NaN
7722,Data Scientist – Predictive Analytics,"Houston, TX 77079 (West Houston area)","ObjectWin Technology, Inc.",NaN,Houston,TX,NaN
7723,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7724,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7725,Machine Learning Expert,"Houston, TX 77030 (Medical area)",Houston Methodist,NaN,Houston,TX,NaN
7726,Quantitative Analyst,"Houston, TX",Infovision Consultants Inc,NaN,Houston,TX,NaN
7727,Data Scientist – Predictive Analytics,"Houston, TX 77058 (Pasadena area)",The Aerospace Corporation,NaN,Houston,TX,NaN
7728,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7729,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7730,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7731,Quantitative Analyst,"Spring, TX",McKinley Marketing Partners,NaN,Houston,TX,NaN
7732,Data Scientist – Predictive Analytics,"Houston, TX 77002 (Downtown area)",Triad Resources,NaN,Houston,TX,NaN
7733,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7734,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7735,Machine Learning Expert,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7736,Quantitative Analyst,"Houston, TX",Harris County,NaN,Houston,TX,NaN
7737,Data Scientist – Predictive Analytics,"Houston, TX",C-Crete Technologies,NaN,Houston,TX,NaN
7738,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7739,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7740,Quantitative Analyst,"Houston, TX",MD ANDERSON CANCER CENTER,NaN,Houston,TX,NaN
7741,Machine Learning Expert,"Houston, TX 77027 (River Oaks area)",HCC Service Company,NaN,Houston,TX,NaN
7742,Data Scientist – Predictive Analytics,"Houston, TX 77079 (West Houston area)",Rekruiters,NaN,Houston,TX,NaN
7743,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7744,Healthcare Financial Statistician,"Houston, TX",Nobilis Health- Central Business Office,NaN,Houston,TX,NaN
7745,Quantitative Marketing Analyst,"Houston, TX",Rice University,NaN,Houston,TX,NaN
7746,Quantitative Analyst,"Houston, TX",Baylor College of Medicine,"$49,506 a year",Houston,TX,49506.0
7747,Data Scientist – Predictive Analytics,"Houston, TX",Baylor College of Medicine,NaN,Houston,TX,NaN
7748,Quantitative Analyst,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7749,Machine Learning Expert,"Houston, TX",Arundo Analytics,NaN,Houston,TX,NaN
7750,Quantitative Marketing Analyst,"Houston, TX",Numeric Jobs,NaN,Houston,TX,NaN
7751,Healthcare Financial Statistician,"Houston, TX",Quantlab Financial,NaN,Houston,TX,NaN
7752,Data Scientist – Predictive Analytics,"Houston, TX",Oscar Technology,"$160,000 a year",Houston,TX,160000.0
7753,Well Cementing Research Scientist,"Houston, TX",C-Crete Technologies,NaN,Houston,TX,NaN
7754,Animal Technician Supervisor,"Houston, TX",Company Confidential - Houston TX,NaN,Houston,TX,NaN
7755,Quantitative Analyst,"Houston, TX",The Hanover Company,NaN,Houston,TX,NaN
7756,Data Scientist – Predictive Analytics,"Houston, TX",Panton,NaN,Houston,TX,NaN
7757,Machine Learning Expert,"Houston, TX",Shell,NaN,Houston,TX,NaN
7758,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7759,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Philadelphia,PA,NaN
7760,"Software Development Engineer, Big Data- Relocation Opportun...","Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7761,Data Analysis Lead,"North Wales, PA 19477",TechData,NaN,Philadelphia,PA,NaN
7762,Data Specialist,"Philadelphia, PA",Thomas Jefferson University and Hospitals,NaN,Philadelphia,PA,NaN
7763,Data Scientist,"West Chester, PA",Teva Pharmaceuticals,NaN,Philadelphia,PA,NaN
7764,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7765,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7766,Data Specialist,"Chesterbrook, PA","Deacom, Inc.",NaN,Philadelphia,PA,NaN
7767,Software Development Engineer – New AWS Machine Learning- Re...,"Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7768,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7769,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7770,Data Specialist,"Chesterbrook, PA","Deacom, Inc.",NaN,Philadelphia,PA,NaN
7771,Software Development Engineer – New AWS Machine Learning- Re...,"Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7772,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7773,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7774,Data Specialist,"Chesterbrook, PA","Deacom, Inc.",NaN,Philadelphia,PA,NaN
7775,Software Development Engineer – New AWS Machine Learning- Re...,"Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7776,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7777,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7778,Data Specialist,"Chesterbrook, PA","Deacom, Inc.",NaN,Philadelphia,PA,NaN
7779,Software Development Engineer – New AWS Machine Learning- Re...,"Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7780,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7781,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7782,Data Specialist,"Chesterbrook, PA","Deacom, Inc.",NaN,Philadelphia,PA,NaN
7783,Software Development Engineer – New AWS Machine Learning- Re...,"Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7784,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
7785,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7786,Data Specialist,"Chesterbrook, PA","Deacom, Inc.",NaN,Philadelphia,PA,NaN
7787,Software Development Engineer – New AWS Machine Learning- Re...,"Wilmington, DE 19803",Nemours,NaN,Philadelphia,PA,NaN
7788,Data Analysis Lead,"Wilmington, DE",BarclayCard,NaN,Philadelphia,PA,NaN
7789,Data Scientist – Credit Risk Strategies,"Wilmington, DE",Swift Capital,NaN,Philadelphia,PA,NaN
