genre
"['Crime', 'Drama']"
"['Crime', 'Drama']"
"['Crime', 'Drama']"
"['Drama', 'Family']"
"['Biography', 'Drama', 'Sport']"
"['Biography', 'Drama', 'History']"
"['Animation', 'Adventure', 'Comedy']"
"['Action', 'Thriller']"
"['Drama', 'Mystery', 'Thriller']"
"['Adventure', 'Drama', 'History']"
"['Action', 'Crime', 'Drama']"
['Drama']
"['Drama', 'Fantasy', 'War']"
"['Crime', 'Drama', 'Romance']"
"['Animation', 'Family', 'Fantasy']"
['Drama']
"['Action', 'Drama']"
"['Adventure', 'Comedy', 'Drama']"
"['Comedy', 'Drama']"
"['Adventure', 'Drama', 'War']"
"['Drama', 'Mystery', 'Thriller']"
"['Sci-Fi', 'Thriller']"
"['Drama', 'Fantasy']"
"['Comedy', 'Crime']"
"['Drama', 'Romance']"
"['Animation', 'Adventure', 'Family']"
"['Biography', 'Crime', 'Drama']"
"['Action', 'Adventure', 'Comedy']"
"['Drama', 'Romance']"
"['Action', 'Adventure', 'Fantasy']"
"['Biography', 'Drama']"
"['Drama', 'Sport']"
"['Biography', 'Comedy', 'Crime']"
"['Drama', 'War']"
"['Biography', 'Drama']"
['Drama']
"['Action', 'Drama', 'Thriller']"
"['Drama', 'Mystery', 'War']"
['Drama']
"['Comedy', 'Crime']"
"['Adventure', 'Biography', 'Drama']"
"['Drama', 'War']"
['Drama']
"['Drama', 'Film-Noir', 'Mystery']"
"['Crime', 'Drama', 'Thriller']"
"['Crime', 'Film-Noir', 'Thriller']"
"['Drama', 'History', 'Romance']"
['Drama']
"['Action', 'Adventure', 'Sci-Fi']"
"['Animation', 'Adventure', 'Family']"
"['Animation', 'Adventure', 'Comedy']"
"['Drama', 'Mystery', 'Thriller']"
"['Drama', 'War']"
"['Horror', 'Mystery', 'Sci-Fi']"
"['Crime', 'Drama', 'Thriller']"
"['Adventure', 'Biography', 'Drama']"
"['Animation', 'Comedy', 'Drama']"
"['Crime', 'Drama', 'Mystery']"
['Action']
"['Comedy', 'Romance']"
['Comedy']
"['Action', 'Biography', 'Drama']"
['Drama']
['Drama']
"['Drama', 'History', 'War']"
"['Drama', 'War']"
"['Animation', 'Action', 'Adventure']"
"['Crime', 'Drama', 'Film-Noir']"
"['Biography', 'Drama', 'History']"
"['Adventure', 'Drama', 'Thriller']"
['Drama']
"['Action', 'Adventure', 'Sci-Fi']"
"['Biography', 'Crime', 'Drama']"
"['Mystery', 'Thriller']"
"['Crime', 'Drama']"
"['Adventure', 'Drama']"
"['Biography', 'Drama', 'History']"
"['Biography', 'Drama', 'History']"
"['Drama', 'Thriller']"
"['Adventure', 'Comedy', 'Crime']"
"['Drama', 'Thriller']"
"['Drama', 'Sport']"
"['Adventure', 'Family', 'Fantasy']"
"['Comedy', 'Drama', 'Thriller']"
"['Adventure', 'Drama', 'History']"
"['Crime', 'Drama', 'Film-Noir']"
"['Drama', 'Family']"
"['Adventure', 'Sci-Fi', 'Thriller']"
"['Animation', 'Adventure', 'Fantasy']"
['Drama']
"['Comedy', 'Romance']"
"['Action', 'Adventure', 'Comedy']"
"['Drama', 'Mystery', 'Sci-Fi']"
"['Drama', 'Romance']"
"['Biography', 'Drama', 'History']"
"['Action', 'Mystery', 'Thriller']"
"['Comedy', 'Drama', 'Sci-Fi']"
"['Crime', 'Drama', 'Mystery']"
"['Drama', 'Horror', 'Mystery']"
"['Drama', 'Sci-Fi', 'Thriller']"
"['Drama', 'Sport']"
"['Adventure', 'Drama', 'Thriller']"
"['Drama', 'Fantasy']"
"['Adventure', 'Family', 'Fantasy']"
"['Animation', 'Adventure', 'Comedy']"
"['Adventure', 'Drama', 'Fantasy']"
"['Action', 'Sci-Fi']"
"['Mystery', 'Sci-Fi', 'Thriller']"
"['Drama', 'Romance', 'War']"
"['Comedy', 'Fantasy', 'Romance']"
"['Crime', 'Thriller']"
"['Crime', 'Film-Noir', 'Thriller']"
"['Crime', 'Drama', 'Mystery']"
"['Comedy', 'Crime']"
"['Adventure', 'Drama', 'Thriller']"
"['Crime', 'Drama']"
"['Crime', 'Drama', 'Mystery']"
"['Adventure', 'Drama', 'History']"
"['Drama', 'War']"
"['Crime', 'Drama']"
"['Adventure', 'Drama', 'Sci-Fi']"
"['Biography', 'Crime', 'Drama']"
"['Action', 'Biography', 'Drama']"
"['Biography', 'Drama', 'Thriller']"
"['Action', 'Adventure', 'Fantasy']"
['Drama']
['Drama']
"['Action', 'Adventure', 'Sci-Fi']"
"['Action', 'Adventure', 'Sci-Fi']"
"['Action', 'Drama', 'Western']"
"['Animation', 'Adventure', 'Family']"
"['Biography', 'Drama', 'History']"
"['Comedy', 'Romance']"
['Drama']
"['Thriller', 'Western']"
"['Action', 'Crime', 'Drama']"
"['Animation', 'Family', 'Fantasy']"
"['Drama', 'Romance']"
